title,area,contentid,addr,cat,x,y
다리안 연성전단대,33,2931994,충청북도 단양군 단양읍 천동리,A01,128.4197468923,36.9708356497
다리안계곡,33,126655,충청북도 단양군 단양읍 천동4길 8,A01,128.4196359172,36.9665000343
다맥어촌체험마을,36,128494,경상남도 사천시 서포면 다평로 2,A02,127.9430744579,34.9796530448
다무포하얀마을,35,2790488,경상북도 포항시 남구 호미곶면 일출로574번길 8,A02,129.5789186454,36.0401470461
다보사(나주),38,299975,전라남도 나주시 금성산길 83,A02,126.6984739338,35.0472046655
다빈치공방,31,3472907,경기도 연천군 전곡읍 은전로 76,A02,127.0681301357,38.0282437384
다사항,34,2746187,충청남도 서천군 비인면 갯벌체험로944번길 64-12,A01,126.6130299806,36.0970450569
다산 좌학리 은행나무 숲,35,2990283,경상북도 고령군 다산면 좌학리,A01,128.4326230913,35.8113430788
다산딸기조합농원,35,2766582,경상북도 고령군 다산면 다산로 1244-9,A02,128.4162763838,35.8449278660
다산문화공원,35,2745629,경상북도 고령군 다산면 호촌리,A02,128.4725250587,35.8139435153
다산생태공원,31,2500687,경기도 남양주시 조안면 다산로 767,A01,127.2983933950,37.5144132971
다산수변공원,31,2734937,경기도 남양주시 다산순환로 149 (다산동),A02,127.1442237502,37.6232950799
다산중앙공원,31,2772196,경기도 남양주시 다산중앙로146번길 62 (다산동),A02,127.1597833908,37.6251562566
다산초당,38,126419,전라남도 강진군 도암면 다산초당길 68-35,A02,126.7450867808,34.5806857095
다솔사(경남),36,126182,경상남도 사천시 곤명면 다솔사길 417 (곤명면),A02,127.9200793358,35.0832187866
다송무지개매화마을,37,3114506,전북특별자치도 익산시 함열읍 익산대로 1324-21,A02,126.9557703043,36.0374494220
다슬기 초량마을,36,2389968,경상남도 사천시 곤명면 초량길 27-3,A02,127.9235978766,35.1060440602
다올재 협동조합,38,2725051,전라남도 순천시 금곡길 60,A02,127.4804989851,34.9552699552
다옴농촌체험휴양마을,36,2789677,경상남도 합천군 가회면 대기2길 17,A02,128.0021954658,35.4623941967
다울관광농원,34,3045996,충청남도 서산시 성연면 생동사동길 222 다울관광농원,A02,126.4177421013,36.8340847919
다원이음터,31,2737306,경기도 화성시 동탄순환대로 754-14 (영천동),A02,127.1045418058,37.2105922232
다이나믹 메이즈 속초점,32,2456701,강원특별자치도 속초시 원암학사평길 88,A02,128.5173452990,38.2055364158
다이나믹 메이즈 인사동,1,2392535,서울특별시 종로구 인사동길 12 (인사동) 지하 1층,A02,126.9872367386,37.5719398862
다이나믹 메이즈 제주,39,2418778,제주특별자치도 서귀포시 표선면 번영로 2644,A02,126.7847499840,33.3990984383
다이노키즈월드,37,3012117,전북특별자치도 익산시 왕궁면 호반로 8,A02,127.1029417365,35.9903212399
다천사(정읍),37,299976,전북특별자치도 정읍시 태인면 태흥1길 59,A02,126.9529222247,35.6524820999
다향농장,38,2994592,전라남도 보성군 득량면 공룡로 917,A02,127.1960827560,34.7154892453
다향아트밸리,38,3060624,전라남도 보성군 보성읍 녹차로 783,A02,127.0863784907,34.7158095792
다화림식물원&치유정원,38,3018956,전라남도 담양군 대전면 행성리,A01,126.8978167446,35.2962437681
다희연,39,745449,제주특별자치도 제주시 조천읍 선교로 266-4,A02,126.7006637850,33.4789799258
닥나무한지체험관 콩닥콩닥,37,3358056,전북특별자치도 부안군 백산면 대수길 191,A02,126.8177082499,35.6917169949
